70	sample1_nopolyA_ext70_cluster_6435	chrM	9327	9396	70:1	+	1	chrM	2k_up	7876	9875	+	.	NM_001163773	Gm10222	Gm10222:chrM:9876-10417:+
70	sample1_nopolyA_ext70_cluster_5451	chr7	73072756	73072825	70:1	+	1	chr7	exon	73072702	73072845	+	0	NM_011048	Pcsk6	Pcsk6:chr7:73007022-73195272:+
70	sample1_nopolyA_ext70_cluster_2304	chr15	73190498	73190567	70:3	-	3	chr15	intron	73173790	73195470	-	.	NM_001130409	Ptk2	Ptk2:chr15:73035535-73253621:-
70	sample1_nopolyA_ext70_cluster_2304	chr15	73190498	73190567	70:3	-	3	chr15	intron	73173790	73225077	-	.	NM_007982	Ptk2	Ptk2:chr15:73035535-73253621:-
15	sample1_nopolyA_ext70_cluster_5818	chr8	73222943	73223012	70:1	+	1	chr8	5UTR	73221638	73222957	+	-1	NM_010592	Jund	Jund:chr8:73221638-73224515:+
70	sample1_nopolyA_ext70_cluster_5818	chr8	73222943	73223012	70:1	+	1	chr8	exon	73221638	73224515	+	0	NM_010592	Jund	Jund:chr8:73221638-73224515:+
55	sample1_nopolyA_ext70_cluster_5818	chr8	73222943	73223012	70:1	+	1	chr8	CDS	73222958	73224515	+	0	NM_010592	Jund	Jund:chr8:73221638-73224515:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142735	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142736	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142737	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142738	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142739	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142740	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142741	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142742	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142743	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142746	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142747	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142748	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_001142760	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_539	chr10	73296586	73296655	70:1	+	1	chr10	intron	73285008	73409775	+	.	NM_023115	Pcdh15	Pcdh15:chr10:73284615-74112475:+
70	sample1_nopolyA_ext70_cluster_3666	chr2	73342662	73342731	70:1	-	1	chr2	intron	73285995	73367383	-	.	NM_153138	Wipf1	Wipf1:chr2:73267674-73367467:-
71	sample1_nopolyA_ext70_cluster_5644	chr7	73438195	73438265	1:20|69:159|1:139	-	159	chr7	intron	73437308	73439679	-	.	NM_146191	Lrrk1	Lrrk1:chr7:73403633-73533227:-
70	sample1_nopolyA_ext70_cluster_4887	chr5	73472759	73472828	70:1	-	1	chr5	intron	73472372	73474035	-	.	NM_028194	Fryl	Fryl:chr5:73411430-73647857:-
70	sample1_nopolyA_ext70_cluster_2744	chr17	73487755	73487824	70:1	+	1	chr17	intron	73457518	73511162	+	.	NM_001081071	Lclat1	Lclat1:chr17:73457334-73592706:+
70	sample1_nopolyA_ext70_cluster_6367	chr9	73671325	73671394	70:2	-	2	chr9	intron	73660781	73778403	-	.	NM_001081153	Unc13c	Unc13c:chr9:73327231-73781374:-
70	sample1_nopolyA_ext70_cluster_3667	chr2	73729859	73729928	70:2	-	2	chr2	intron	73718439	73730531	-	.	NM_001025093	Atf2	Atf2:chr2:73654579-73730685:-
70	sample1_nopolyA_ext70_cluster_3667	chr2	73729859	73729928	70:2	-	2	chr2	intron	73718439	73730531	-	.	NM_009715	Atf2	Atf2:chr2:73654579-73730685:-
70	sample1_nopolyA_ext70_cluster_6368	chr9	73760142	73760211	70:3	-	3	chr9	intron	73660781	73778403	-	.	NM_001081153	Unc13c	Unc13c:chr9:73327231-73781374:-
70	sample1_nopolyA_ext70_cluster_5452	chr7	73852440	73852509	70:1	+	1	chr7	2k_up	73850990	73852989	+	.	NM_152815	Lins2	Lins2:chr7:73852990-73859542:+
70	sample1_nopolyA_ext70_cluster_3106	chr18	73940189	73940258	70:1	-	1	chr18	intron	73935104	73940695	-	.	NM_145494	Me2	Me2:chr18:73929694-73975046:-
70	sample1_nopolyA_ext70_cluster_2596	chr16	74036173	74036242	70:1	-	1	chr16	intron	74035369	74046066	-	.	NM_175549	Robo2	Robo2:chr16:73892551-74411157:-
70	sample1_nopolyA_ext70_cluster_312	chr1	74084724	74084793	70:1	-	1	chr1	intron	74062761	74115182	-	.	NM_027884	Tns1	Tns1:chr1:73956805-74171021:-
70	sample1_nopolyA_ext70_cluster_3107	chr18	74123186	74123255	70:1	-	1	chr18	intron	74096929	74129544	-	.	NM_172632	Mapk4	Mapk4:chr18:74088141-74224603:-
70	sample1_nopolyA_ext70_cluster_3108	chr18	74133154	74133223	70:4	-	4	chr18	intron	74130931	74224493	-	.	NM_172632	Mapk4	Mapk4:chr18:74088141-74224603:-
70	sample1_nopolyA_ext70_cluster_3109	chr18	74220029	74220098	70:2	-	2	chr18	intron	74130931	74224493	-	.	NM_172632	Mapk4	Mapk4:chr18:74088141-74224603:-
70	sample1_nopolyA_ext70_cluster_1053	chr11	74309670	74309739	70:2	-	2	chr11	intron	74298474	74380717	-	.	NM_001015046	Garnl4	Garnl4:chr11:74196985-74403660:-
70	sample1_nopolyA_ext70_cluster_2183	chr15	74387193	74387262	70:1	+	1	chr15	intron	74380488	74394389	+	.	NM_174991	Bai1	Bai1:chr15:74346626-74419894:+
70	sample1_nopolyA_ext70_cluster_4889	chr5	74399977	74400046	70:97	-	97	chr5	intron	74399377	74401847	-	.	NM_177561	Usp46	Usp46:chr5:74396062-74464436:-
70	sample1_nopolyA_ext70_cluster_1239	chr12	74406904	74406973	70:1	+	1	chr12	intron	74393221	74411131	+	.	NM_001037717	Slc38a6	Slc38a6:chr12:74387842-74453915:+
70	sample1_nopolyA_ext70_cluster_5645	chr7	74412801	74412870	70:1	-	1	chr7	intron	74411049	74413154	-	.	NM_001033713	Mef2a	Mef2a:chr7:74378717-74517744:-
70	sample1_nopolyA_ext70_cluster_1240	chr12	74429120	74429189	70:2	+	2	chr12	intron	74420004	74430966	+	.	NM_001037717	Slc38a6	Slc38a6:chr12:74387842-74453915:+
70	sample1_nopolyA_ext70_cluster_73	chr1	74440899	74440968	70:6	+	6	chr1	intron	74440650	74441213	+	.	NM_153088	Ctdsp1	Ctdsp1:chr1:74438183-74443851:+
70	sample1_nopolyA_ext70_cluster_5646	chr7	74484168	74484237	70:1	-	1	chr7	intron	74461869	74494754	-	.	NM_001033713	Mef2a	Mef2a:chr7:74378717-74517744:-
70	sample1_nopolyA_ext70_cluster_702	chr10	74487090	74487159	70:1	-	1	chr10	intron	74424478	74487790	-	.	NM_001163533	Rtdr1	Rtdr1:chr10:74420222-74495331:-
70	sample1_nopolyA_ext70_cluster_702	chr10	74487090	74487159	70:1	-	1	chr10	intron	74424478	74487790	-	.	NM_001163534	Rtdr1	Rtdr1:chr10:74420222-74495331:-
70	sample1_nopolyA_ext70_cluster_702	chr10	74487090	74487159	70:1	-	1	chr10	intron	74424478	74487790	-	.	NM_001163535	Rtdr1	Rtdr1:chr10:74420222-74495331:-
70	sample1_nopolyA_ext70_cluster_702	chr10	74487090	74487159	70:1	-	1	chr10	intron	74424478	74487790	-	.	NM_027730	Rtdr1	Rtdr1:chr10:74420222-74495331:-
70	sample1_nopolyA_ext70_cluster_5647	chr7	74512342	74512411	70:1	-	1	chr7	intron	74494808	74517598	-	.	NM_001033713	Mef2a	Mef2a:chr7:74378717-74517744:-
39	sample1_nopolyA_ext70_cluster_3415	chr2	74663830	74663899	70:11	+	11	chr2	2k_up	74661869	74663868	+	.	NM_016804	Mtx2	Mtx2:chr2:74663869-74714805:+
31	sample1_nopolyA_ext70_cluster_3415	chr2	74663830	74663899	70:11	+	11	chr2	5UTR	74663869	74664061	+	-1	NM_016804	Mtx2	Mtx2:chr2:74663869-74714805:+
31	sample1_nopolyA_ext70_cluster_3415	chr2	74663830	74663899	70:11	+	11	chr2	exon	74663869	74664100	+	0	NM_016804	Mtx2	Mtx2:chr2:74663869-74714805:+
70	sample1_nopolyA_ext70_cluster_5648	chr7	74704038	74704107	70:2	-	2	chr7	intron	74690355	74704743	-	.	NM_175124	Lrrc28	Lrrc28:chr7:74658297-74790122:-
70	sample1_nopolyA_ext70_cluster_5648	chr7	74704038	74704107	70:2	-	2	chr7	intron	74690355	74704743	-	.	NR_028143	Lrrc28	Lrrc28:chr7:74658297-74790122:-
70	sample1_nopolyA_ext70_cluster_5648	chr7	74704038	74704107	70:2	-	2	chr7	intron	74690355	74704743	-	.	NR_028144	Lrrc28	Lrrc28:chr7:74658297-74790122:-
70	sample1_nopolyA_ext70_cluster_540	chr10	74729343	74729412	70:4	+	4	chr10	intron	74726116	74730243	+	.	NM_001145826	Cytsa	Cytsa:chr10:74674818-74775144:+
70	sample1_nopolyA_ext70_cluster_540	chr10	74729343	74729412	70:4	+	4	chr10	intron	74726116	74730243	+	.	NM_153406	Cytsa	Cytsa:chr10:74674818-74775144:+
70	sample1_nopolyA_ext70_cluster_5821	chr8	74842735	74842804	70:2	+	2	chr8	2k_up	74840961	74842960	+	.	NM_008452	Klf2	Klf2:chr8:74842961-74845553:+
70	sample1_nopolyA_ext70_cluster_5453	chr7	74853911	74853980	70:1	+	1	chr7	intron	74843216	74854209	+	.	NM_025905	Ttc23	Ttc23:chr7:74792327-74871460:+
70	sample1_nopolyA_ext70_cluster_5990	chr8	74934313	74934382	70:1	-	1	chr8	intron	74924133	74945303	-	.	NM_001122832	Eps15l1	Eps15l1:chr8:74864896-74945373:-
70	sample1_nopolyA_ext70_cluster_5990	chr8	74934313	74934382	70:1	-	1	chr8	intron	74924133	74945303	-	.	NM_007944	Eps15l1	Eps15l1:chr8:74864896-74945373:-
70	sample1_nopolyA_ext70_cluster_4683	chr5	74941286	74941355	70:4	+	4	chr5	intron	74938138	74941436	+	.	NM_001159573	Fip1l1	Fip1l1:chr5:74931507-74993149:+
70	sample1_nopolyA_ext70_cluster_4683	chr5	74941286	74941355	70:4	+	4	chr5	intron	74938138	74941436	+	.	NM_001159574	Fip1l1	Fip1l1:chr5:74931507-74993149:+
70	sample1_nopolyA_ext70_cluster_4683	chr5	74941286	74941355	70:4	+	4	chr5	intron	74938138	74941436	+	.	NM_024183	Fip1l1	Fip1l1:chr5:74931507-74993149:+
70	sample1_nopolyA_ext70_cluster_2745	chr17	74969025	74969094	70:1	+	1	chr17	intron	74965515	74972912	+	.	NM_007566	Birc6	Birc6:chr17:74927635-75103113:+
70	sample1_nopolyA_ext70_cluster_868	chr11	75007145	75007214	70:2	+	2	chr11	2k_up	75005495	75007494	+	.	NM_177708	Rtn4rl1	Rtn4rl1:chr11:75007495-75081264:+
70	sample1_nopolyA_ext70_cluster_5991	chr8	75049175	75049244	70:1	-	1	chr8	intron	75021497	75071793	-	.	NM_027485	Med26	Med26:chr8:75018462-75072169:-
70	sample1_nopolyA_ext70_cluster_315	chr1	75053498	75053567	70:1	-	1	chr1	intron	75015487	75091882	-	.	NM_029342	Nhej1	Nhej1:chr1:75013920-75121800:-
70	sample1_nopolyA_ext70_cluster_1874	chr14	75097815	75097884	70:2	+	2	chr14	intron	75044996	75105401	+	.	NM_172812	Htr2a	Htr2a:chr14:75040647-75106666:+
70	sample1_nopolyA_ext70_cluster_6182	chr9	75149708	75149777	70:1	+	1	chr9	intron	75149292	75151736	+	.	NM_001081322	Myo5c	Myo5c:chr9:75079821-75153257:+
70	sample1_nopolyA_ext70_cluster_703	chr10	75160881	75160950	70:2	-	2	chr10	intron	75157792	75162657	-	.	NM_172549	Cabin1	Cabin1:chr10:75108855-75227102:-
70	sample1_nopolyA_ext70_cluster_316	chr1	75174601	75174670	70:1	-	1	chr1	CDS	75174496	75174676	-	0	NM_023732	Abcb6	Abcb6:chr1:75168215-75176857:-
70	sample1_nopolyA_ext70_cluster_316	chr1	75174601	75174670	70:1	-	1	chr1	exon	75174496	75174676	-	0	NM_023732	Abcb6	Abcb6:chr1:75168215-75176857:-
70	sample1_nopolyA_ext70_cluster_869	chr11	75202380	75202449	70:1	+	1	chr11	intron	75201003	75203573	+	.	NM_001102611	Smyd4	Smyd4:chr11:75161935-75219207:+
70	sample1_nopolyA_ext70_cluster_6369	chr9	75242847	75242916	70:1	-	1	chr9	intron	75241337	75243316	-	.	NM_015806	Mapk6	Mapk6:chr9:75234708-75257821:-
70	sample1_nopolyA_ext70_cluster_6369	chr9	75242847	75242916	70:1	-	1	chr9	intron	75241337	75243316	-	.	NM_027418	Mapk6	Mapk6:chr9:75234708-75257821:-
70	sample1_nopolyA_ext70_cluster_3002	chr18	75243660	75243729	70:2	+	2	chr18	intron	75242162	75274443	+	.	NM_027727	Dym	Dym:chr18:75178426-75446620:+
70	sample1_nopolyA_ext70_cluster_1561	chr13	75264540	75264609	70:2	+	2	chr13	intron	75264330	75265257	+	.	NM_013628	Pcsk1	Pcsk1:chr13:75227435-75269946:+
72	sample1_nopolyA_ext70_cluster_3003	chr18	75370783	75370854	2:4|68:5|2:1	+	5	chr18	intron	75358920	75389643	+	.	NM_027727	Dym	Dym:chr18:75178426-75446620:+
70	sample1_nopolyA_ext70_cluster_872	chr11	75550382	75550451	70:1	+	1	chr11	intron	75546594	75565382	+	.	NM_009536	Ywhae	Ywhae:chr11:75546389-75579341:+
70	sample1_nopolyA_ext70_cluster_5992	chr8	75682018	75682087	70:3	-	3	chr8	intron	75656032	75738023	-	.	NM_010687	Large	Large:chr8:75338498-75876455:-
70	sample1_nopolyA_ext70_cluster_1564	chr13	75872786	75872855	70:2	+	2	chr13	intron	75862449	75883739	+	.	NM_138953	Ell2	Ell2:chr13:75844932-75909806:+
70	sample1_nopolyA_ext70_cluster_5650	chr7	75882516	75882585	70:2	-	2	chr7	3UTR	75881880	75884363	-	-1	NM_001042592	Arrdc4	Arrdc4:chr7:75881880-75894124:-
70	sample1_nopolyA_ext70_cluster_5650	chr7	75882516	75882585	70:2	-	2	chr7	exon	75881880	75884419	-	0	NM_001042592	Arrdc4	Arrdc4:chr7:75881880-75894124:-
70	sample1_nopolyA_ext70_cluster_4685	chr5	76027370	76027439	70:1	+	1	chr5	intron	76019130	76033318	+	.	NM_001122733	Kit	Kit:chr5:75971012-76052746:+
70	sample1_nopolyA_ext70_cluster_4685	chr5	76027370	76027439	70:1	+	1	chr5	intron	76019130	76033318	+	.	NM_021099	Kit	Kit:chr5:75971012-76052746:+
70	sample1_nopolyA_ext70_cluster_873	chr11	76032198	76032267	70:2	+	2	chr11	1k_dn	76032168	76033167	+	.	NM_021294	Dbil5	Dbil5:chr11:76031115-76032167:+
70	sample1_nopolyA_ext70_cluster_2307	chr15	76057106	76057175	70:1	-	1	chr15	intron	76025243	76059787	-	.	NM_201385	Plec1	Plec1:chr15:76001405-76061808:-
70	sample1_nopolyA_ext70_cluster_2307	chr15	76057106	76057175	70:1	-	1	chr15	intron	76025243	76061603	-	.	NM_001163542	Plec1	Plec1:chr15:76001405-76061808:-
70	sample1_nopolyA_ext70_cluster_2307	chr15	76057106	76057175	70:1	-	1	chr15	intron	76025243	76061603	-	.	NM_011117	Plec1	Plec1:chr15:76001405-76061808:-
70	sample1_nopolyA_ext70_cluster_3005	chr18	76086272	76086341	70:1	+	1	chr18	intron	76060416	76171282	+	.	NM_145356	Zbtb7c	Zbtb7c:chr18:75979832-76308218:+
70	sample1_nopolyA_ext70_cluster_3006	chr18	76087000	76087069	70:1	+	1	chr18	intron	76060416	76171282	+	.	NM_145356	Zbtb7c	Zbtb7c:chr18:75979832-76308218:+
70	sample1_nopolyA_ext70_cluster_3007	chr18	76137312	76137381	70:1	+	1	chr18	intron	76060416	76171282	+	.	NM_145356	Zbtb7c	Zbtb7c:chr18:75979832-76308218:+
70	sample1_nopolyA_ext70_cluster_1395	chr12	76249923	76249992	70:2	-	2	chr12	intron	76238738	76255144	-	.	NM_172805	Kcnh5	Kcnh5:chr12:75998204-76278319:-
70	sample1_nopolyA_ext70_cluster_1056	chr11	76332632	76332701	70:2	-	2	chr11	intron	76322575	76384532	-	.	NM_198895	Abr	Abr:chr11:76230236-76391229:-
70	sample1_nopolyA_ext70_cluster_1056	chr11	76332632	76332701	70:2	-	2	chr11	intron	76322575	76391008	-	.	NM_198894	Abr	Abr:chr11:76230236-76391229:-
70	sample1_nopolyA_ext70_cluster_704	chr10	76337800	76337869	70:1	-	1	chr10	intron	76288738	76355301	-	.	NM_021568	Pcbp3	Pcbp3:chr10:76224599-76424692:-
70	sample1_nopolyA_ext70_cluster_705	chr10	76365273	76365342	70:1	-	1	chr10	intron	76355402	76424492	-	.	NM_021568	Pcbp3	Pcbp3:chr10:76224599-76424692:-
70	sample1_nopolyA_ext70_cluster_2035	chr14	76391553	76391622	70:1	-	1	chr14	intron	76349327	76395227	-	.	NM_026816	Gtf2f2	Gtf2f2:chr14:76296744-76410672:-
70	sample1_nopolyA_ext70_cluster_706	chr10	76404608	76404677	70:1	-	1	chr10	intron	76355402	76424492	-	.	NM_021568	Pcbp3	Pcbp3:chr10:76224599-76424692:-
70	sample1_nopolyA_ext70_cluster_4891	chr5	76764333	76764402	70:6	-	6	chr5	intron	76762703	76764847	-	.	NM_019515	Nmu	Nmu:chr5:76762520-76792802:-
70	sample1_nopolyA_ext70_cluster_1058	chr11	76872074	76872143	70:1	-	1	chr11	intron	76868503	76890155	-	.	NM_001012309	Ccdc55	Ccdc55:chr11:76857794-76891937:-
70	sample1_nopolyA_ext70_cluster_1059	chr11	76891542	76891611	70:1	-	1	chr11	intron	76890247	76891880	-	.	NM_001012309	Ccdc55	Ccdc55:chr11:76857794-76891937:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	3UTR	76909420	76914582	-	-1	NM_175387	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	3UTR	76909420	76914592	-	-1	NM_001110827	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	3UTR	76909420	76914592	-	-1	NM_001110828	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	3UTR	76909420	76914592	-	-1	NM_001110829	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	3UTR	76909420	76914592	-	-1	NM_001110830	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	3UTR	76909420	76914592	-	-1	NM_053104	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	exon	76909420	76914636	-	0	NM_001110827	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	exon	76909420	76914636	-	0	NM_001110828	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	exon	76909420	76914636	-	0	NM_001110829	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	exon	76909420	76914636	-	0	NM_001110830	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	exon	76909420	76914636	-	0	NM_053104	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2308	chr15	76909533	76909602	70:4	-	4	chr15	exon	76909420	76914636	-	2	NM_175387	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2309	chr15	76937618	76937687	70:1	-	1	chr15	intron	76936100	76944034	-	.	NM_001110827	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2309	chr15	76937618	76937687	70:1	-	1	chr15	intron	76936100	76944034	-	.	NM_001110828	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2309	chr15	76937618	76937687	70:1	-	1	chr15	intron	76936100	76944034	-	.	NM_001110829	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2309	chr15	76937618	76937687	70:1	-	1	chr15	intron	76936100	76944034	-	.	NM_001110830	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2309	chr15	76937618	76937687	70:1	-	1	chr15	intron	76936100	76944034	-	.	NM_053104	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2309	chr15	76937618	76937687	70:1	-	1	chr15	intron	76936100	76944034	-	.	NM_175387	Rbm9	Rbm9:chr15:76909420-77137483:-
70	sample1_nopolyA_ext70_cluster_2036	chr14	76954483	76954552	70:1	-	1	chr14	intron	76949862	76956237	-	.	NM_001160326	Serp2	Serp2:chr14:76932621-76956696:-
70	sample1_nopolyA_ext70_cluster_2036	chr14	76954483	76954552	70:1	-	1	chr14	intron	76949862	76956237	-	.	NR_027699	Serp2	Serp2:chr14:76932621-76956696:-
70	sample1_nopolyA_ext70_cluster_3671	chr2	77006326	77006395	70:2	-	2	chr2	intron	76970431	77006567	-	.	NM_001025576	2610301F02Rik	2610301F02Rik:chr2:76883028-77008693:-
71	sample1_nopolyA_ext70_cluster_5255	chr6	77152541	77152611	1:60|69:381|1:321	-	381	chr6	intron	77093938	77555174	-	.	NM_001109764	Ctnna2	Ctnna2:chr6:76831631-77929661:-
71	sample1_nopolyA_ext70_cluster_5255	chr6	77152541	77152611	1:60|69:381|1:321	-	381	chr6	intron	77093938	77555174	-	.	NM_009819	Ctnna2	Ctnna2:chr6:76831631-77929661:-
71	sample1_nopolyA_ext70_cluster_5255	chr6	77152541	77152611	1:60|69:381|1:321	-	381	chr6	intron	77093938	77555174	-	.	NM_145732	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5093	chr6	77196234	77196303	70:2	+	2	chr6	1k_dn	77195512	77196511	+	.	NM_028880	Lrrtm1	Lrrtm1:chr6:77192711-77195511:+
70	sample1_nopolyA_ext70_cluster_878	chr11	77242671	77242740	70:4	+	4	chr11	intron	77239154	77243287	+	.	NM_177710	Ssh2	Ssh2:chr11:77029927-77269050:+
70	sample1_nopolyA_ext70_cluster_5256	chr6	77246043	77246112	70:2	-	2	chr6	intron	77093938	77555174	-	.	NM_001109764	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5256	chr6	77246043	77246112	70:2	-	2	chr6	intron	77093938	77555174	-	.	NM_009819	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5256	chr6	77246043	77246112	70:2	-	2	chr6	intron	77093938	77555174	-	.	NM_145732	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5257	chr6	77400726	77400795	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_001109764	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5257	chr6	77400726	77400795	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_009819	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5257	chr6	77400726	77400795	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_145732	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_3008	chr18	77477151	77477220	70:1	+	1	chr18	intron	77471625	77480842	+	.	NM_153124	St8sia5	St8sia5:chr18:77424592-77494059:+
70	sample1_nopolyA_ext70_cluster_5258	chr6	77488729	77488798	70:6	-	6	chr6	intron	77093938	77555174	-	.	NM_001109764	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5258	chr6	77488729	77488798	70:6	-	6	chr6	intron	77093938	77555174	-	.	NM_009819	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5258	chr6	77488729	77488798	70:6	-	6	chr6	intron	77093938	77555174	-	.	NM_145732	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5259	chr6	77518690	77518759	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_001109764	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5259	chr6	77518690	77518759	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_009819	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5259	chr6	77518690	77518759	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_145732	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_4892	chr5	77528161	77528230	70:1	-	1	chr5	intron	77524048	77543871	-	.	NM_175606	Hopx	Hopx:chr5:77516011-77544148:-
70	sample1_nopolyA_ext70_cluster_5260	chr6	77529022	77529091	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_001109764	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5260	chr6	77529022	77529091	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_009819	Ctnna2	Ctnna2:chr6:76831631-77929661:-
70	sample1_nopolyA_ext70_cluster_5260	chr6	77529022	77529091	70:1	-	1	chr6	intron	77093938	77555174	-	.	NM_145732	Ctnna2	Ctnna2:chr6:76831631-77929661:-
